Restaurants_Name,Cost_of_two,Areas,Reatings,Discounts
Classic Matsya Sagara,"Mangalorean, Seafood₹600 for two","kengeri, South Bengaluru","Classic Matsya Sagarakengeri, South BengaluruMangalorean, Seafood₹600 for two5.0",Flat 10% + 25% with Bank Offers
Rosmarino Restaurant,"Italian, Continental₹1500 for two","Indiranagar, East Bengaluru","Rosmarino RestaurantIndiranagar, East BengaluruItalian, Continental₹1500 for two5.0",25% Off :Payeazy
Rosmarino Restaurant,"Italian, Continental₹1500 for two","Indiranagar, East Bengaluru","Rosmarino RestaurantIndiranagar, East BengaluruItalian, Continental₹1500 for two5.0",25% Off :Payeazy
The Punjabi Rasoi,North Indian₹800 for two,"Kalyan Nagar, North Bengaluru","The Punjabi RasoiKalyan Nagar, North BengaluruNorth Indian₹800 for two4.2",25% Off :Payeazy
The Punjabi Rasoi,North Indian₹800 for two,"Kalyan Nagar, North Bengaluru","The Punjabi RasoiKalyan Nagar, North BengaluruNorth Indian₹800 for two4.2",25% Off :Payeazy
Jungle Feast Bar & Restaurant,Multicuisine₹1000 for two,"JP Nagar, South Bengaluru","Jungle Feast Bar & RestaurantJP Nagar, South BengaluruMulticuisine₹1000 for two5.0",Flat 10% + 25% with Bank Offers
Jungle Feast Bar & Restaurant,Multicuisine₹1000 for two,"JP Nagar, South Bengaluru","Jungle Feast Bar & RestaurantJP Nagar, South BengaluruMulticuisine₹1000 for two5.0",Flat 10% + 25% with Bank Offers
Salone Ceylon By Harpo,Multicuisine₹2000 for two,"International Airport, North Bengaluru","Salone Ceylon By HarpoInternational Airport, North BengaluruMulticuisine₹2000 for two4.7",Flat 10% + 25% with Bank Offers
Salone Ceylon By Harpo,Multicuisine₹2000 for two,"International Airport, North Bengaluru","Salone Ceylon By HarpoInternational Airport, North BengaluruMulticuisine₹2000 for two4.7",Flat 10% + 25% with Bank Offers
Sichuan,Chinese₹2000 for two,"Ascendas Park Square, Whitefield","SichuanAscendas Park Square, WhitefieldChinese₹2000 for two3.7",Flat 15% + 25% with Bank Offers
Sichuan,Chinese₹2000 for two,"Ascendas Park Square, Whitefield","SichuanAscendas Park Square, WhitefieldChinese₹2000 for two3.7",Flat 15% + 25% with Bank Offers
Barrel House Bar And Kitchen,Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru","Barrel House Bar And KitchenBannerghatta Road, South BengaluruMulticuisine₹2000 for two4.8",25% Off :Payeazy
Barrel House Bar And Kitchen,Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru","Barrel House Bar And KitchenBannerghatta Road, South BengaluruMulticuisine₹2000 for two4.8",25% Off :Payeazy
Flyover Drinkery,Multicuisine₹2000 for two,"Esteem Mall, Hebbal","Flyover DrinkeryEsteem Mall, HebbalMulticuisine₹2000 for two4.4",25% Off :Payeazy
Flyover Drinkery,Multicuisine₹2000 for two,"Esteem Mall, Hebbal","Flyover DrinkeryEsteem Mall, HebbalMulticuisine₹2000 for two4.4",25% Off :Payeazy
The Buzz House,Multicuisine₹1200 for two,"Anekal, South Bengaluru","The Buzz HouseAnekal, South BengaluruMulticuisine₹1200 for two4.9",25% Off :Payeazy
The Buzz House,Multicuisine₹1200 for two,"Anekal, South Bengaluru","The Buzz HouseAnekal, South BengaluruMulticuisine₹1200 for two4.9",25% Off :Payeazy
Hokkaido Manga Cafe Japanese & Korean Restaurant,"Japanese, Korean₹2000 for two","Indiranagar, East Bengaluru","Hokkaido Manga Cafe Japanese & Korean RestaurantIndiranagar, East BengaluruJapanese, Korean₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Hokkaido Manga Cafe Japanese & Korean Restaurant,"Japanese, Korean₹2000 for two","Indiranagar, East Bengaluru","Hokkaido Manga Cafe Japanese & Korean RestaurantIndiranagar, East BengaluruJapanese, Korean₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Cave-n-Dine,Multicuisine₹2000 for two,"Basaveshwara Nagar, West Bengaluru","Cave-n-DineBasaveshwara Nagar, West BengaluruMulticuisine₹2000 for two4.5",25% Off :Payeazy
Cave-n-Dine,Multicuisine₹2000 for two,"Basaveshwara Nagar, West Bengaluru","Cave-n-DineBasaveshwara Nagar, West BengaluruMulticuisine₹2000 for two4.5",25% Off :Payeazy
MATSYA,Multicuisine₹800 for two,"Attide Biz Hotel, Bengluru","MATSYAAttide Biz Hotel, BengluruMulticuisine₹800 for two4.1",25% Off :Payeazy
MATSYA,Multicuisine₹800 for two,"Attide Biz Hotel, Bengluru","MATSYAAttide Biz Hotel, BengluruMulticuisine₹800 for two4.1",25% Off :Payeazy
Out of Office Restobar,Multicuisine₹1000 for two,"Mahadevapura, Bengaluru","Out of Office RestobarMahadevapura, BengaluruMulticuisine₹1000 for two4.7",25% Off :Payeazy
Out of Office Restobar,Multicuisine₹1000 for two,"Mahadevapura, Bengaluru","Out of Office RestobarMahadevapura, BengaluruMulticuisine₹1000 for two4.7",25% Off :Payeazy
Sitara Dakshin,Multicuisine₹2000 for two,"Indiranagar, East Bengaluru","Sitara DakshinIndiranagar, East BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Sitara Dakshin,Multicuisine₹2000 for two,"Indiranagar, East Bengaluru","Sitara DakshinIndiranagar, East BengaluruMulticuisine₹2000 for two4.6",25% Off :Payeazy
Coffea Koramangala,Coffee₹500 for two,"Koramangala, South Bengaluru","Coffea KoramangalaKoramangala, South BengaluruCoffee₹500 for two3.0",25% Off :Payeazy
Coffea Koramangala,Coffee₹500 for two,"Koramangala, South Bengaluru","Coffea KoramangalaKoramangala, South BengaluruCoffee₹500 for two3.0",25% Off :Payeazy
Tales of Flamingo (TOF),Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru","Tales of Flamingo (TOF)Bannerghatta Road, South BengaluruMulticuisine₹2000 for two4.0",25% Off :Payeazy
Tales of Flamingo (TOF),Multicuisine₹2000 for two,"Bannerghatta Road, South Bengaluru","Tales of Flamingo (TOF)Bannerghatta Road, South BengaluruMulticuisine₹2000 for two4.0",25% Off :Payeazy
Luna Lite Resto,Multicuisine₹3000 for two,"Krishna Reddy Layout, Bengaluru","Luna Lite RestoKrishna Reddy Layout, BengaluruMulticuisine₹3000 for two3.7",Flat 10% + 25% with Bank Offers
Luna Lite Resto,Multicuisine₹3000 for two,"Krishna Reddy Layout, Bengaluru","Luna Lite RestoKrishna Reddy Layout, BengaluruMulticuisine₹3000 for two3.7",Flat 10% + 25% with Bank Offers
R Bar,"Cocktail Menu, Finger Food₹2000 for two",Renaissance Bengaluru Race Course Hotel,"R BarRenaissance Bengaluru Race Course HotelCocktail Menu, Finger Food₹2000 for two4.8",Flat 10% + 25% with Bank Offers
R Bar,"Cocktail Menu, Finger Food₹2000 for two",Renaissance Bengaluru Race Course Hotel,"R BarRenaissance Bengaluru Race Course HotelCocktail Menu, Finger Food₹2000 for two4.8",Flat 10% + 25% with Bank Offers
Jalpaan,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru  | View All(2) Outlets","JalpaanJayanagar, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.2",25% Off :Payeazy
Jalpaan,Multicuisine₹2000 for two,"Jayanagar, South Bengaluru  | View All(2) Outlets","JalpaanJayanagar, South Bengaluru  | View All(2) OutletsMulticuisine₹2000 for two4.2",25% Off :Payeazy
Bamey's Restro Cafe,"Chinese, Nepalese₹2000 for two","Koramangala, South Bengaluru","Bamey's Restro CafeKoramangala, South BengaluruChinese, Nepalese₹2000 for two4.3",25% Off :Payeazy
Bamey's Restro Cafe,"Chinese, Nepalese₹2000 for two","Koramangala, South Bengaluru","Bamey's Restro CafeKoramangala, South BengaluruChinese, Nepalese₹2000 for two4.3",25% Off :Payeazy
Harmakki Coffee,Cafe₹2500 for two,"Malleshwaram, West Bengaluru","Harmakki CoffeeMalleshwaram, West BengaluruCafe₹2500 for two4.0",Flat 10% + 25% with Bank Offers
Harmakki Coffee,Cafe₹2500 for two,"Malleshwaram, West Bengaluru","Harmakki CoffeeMalleshwaram, West BengaluruCafe₹2500 for two4.0",Flat 10% + 25% with Bank Offers
Little India,"Mughlai, Indian₹700 for two","Koramangala 6th Block, South Bengaluru","Little IndiaKoramangala 6th Block, South BengaluruMughlai, Indian₹700 for two4.0",Flat 10% + 25% with Bank Offers
Little India,"Mughlai, Indian₹700 for two","Koramangala 6th Block, South Bengaluru","Little IndiaKoramangala 6th Block, South BengaluruMughlai, Indian₹700 for two4.0",Flat 10% + 25% with Bank Offers
Purple Pitch,"Finger Food, Cocktail Menu₹1600 for two","Electronic City Phase 1, South Bengaluru","Purple PitchElectronic City Phase 1, South BengaluruFinger Food, Cocktail Menu₹1600 for two4.0",Flat 15% + 25% with Bank Offers
Purple Pitch,"Finger Food, Cocktail Menu₹1600 for two","Electronic City Phase 1, South Bengaluru","Purple PitchElectronic City Phase 1, South BengaluruFinger Food, Cocktail Menu₹1600 for two4.0",Flat 15% + 25% with Bank Offers
Harvest Salad Cafe,Multicuisine₹1000 for two,"12th main, East Bengaluru","Harvest Salad Cafe12th main, East BengaluruMulticuisine₹1000 for two5.0",25% Off :Payeazy
Harvest Salad Cafe,Multicuisine₹1000 for two,"12th main, East Bengaluru","Harvest Salad Cafe12th main, East BengaluruMulticuisine₹1000 for two5.0",25% Off :Payeazy
Kebapci,Turkish₹2000 for two,"Forum Mall, Kanakapura Road","KebapciForum Mall, Kanakapura RoadTurkish₹2000 for two4.8",25% Off :Payeazy
Kebapci,Turkish₹2000 for two,"Forum Mall, Kanakapura Road","KebapciForum Mall, Kanakapura RoadTurkish₹2000 for two4.8",25% Off :Payeazy
Morf,Multicuisine₹2000 for two,Singsandra Hosur Main Road,MorfSingsandra Hosur Main RoadMulticuisine₹2000 for two5.0,Flat 10% + 25% with Bank Offers
Morf,Multicuisine₹2000 for two,Singsandra Hosur Main Road,MorfSingsandra Hosur Main RoadMulticuisine₹2000 for two5.0,Flat 10% + 25% with Bank Offers
The Hood,Indian₹3000 for two,"Ashok Nagar, Bengaluru","The HoodAshok Nagar, BengaluruIndian₹3000 for two5.0",25% Off :Payeazy
The Hood,Indian₹3000 for two,"Ashok Nagar, Bengaluru","The HoodAshok Nagar, BengaluruIndian₹3000 for two5.0",25% Off :Payeazy
Poco A poco - Crescendo,Global Cuisine₹3000 for two,"Akshayanagar, South Bengaluru","Poco A poco - CrescendoAkshayanagar, South BengaluruGlobal Cuisine₹3000 for two5.0",25% Off :Payeazy
Poco A poco - Crescendo,Global Cuisine₹3000 for two,"Akshayanagar, South Bengaluru","Poco A poco - CrescendoAkshayanagar, South BengaluruGlobal Cuisine₹3000 for two5.0",25% Off :Payeazy
Kings Club,Multicuisine₹2000 for two,"Kings Club, Bengaluru","Kings ClubKings Club, BengaluruMulticuisine₹2000 for two4.3",Flat 10% + 25% with Bank Offers
Kings Club,Multicuisine₹2000 for two,"Kings Club, Bengaluru","Kings ClubKings Club, BengaluruMulticuisine₹2000 for two4.3",Flat 10% + 25% with Bank Offers
SOL55 - COMMUNITY BAR ,Multicuisine₹1500 for two,"Koramangala 4th Block, South Bengaluru","SOL55 - COMMUNITY BAR Koramangala 4th Block, South BengaluruMulticuisine₹1500 for two4.8",25% Off :Payeazy
SOL55 - COMMUNITY BAR ,Multicuisine₹1500 for two,"Koramangala 4th Block, South Bengaluru","SOL55 - COMMUNITY BAR Koramangala 4th Block, South BengaluruMulticuisine₹1500 for two4.8",25% Off :Payeazy
Punjab Grill,North Indian₹900 for two,"Mahadevapura, Bengaluru","Punjab GrillMahadevapura, BengaluruNorth Indian₹900 for two4.0",25% Off :Payeazy
Punjab Grill,North Indian₹900 for two,"Mahadevapura, Bengaluru","Punjab GrillMahadevapura, BengaluruNorth Indian₹900 for two4.0",25% Off :Payeazy
Obsidian Sports & Music Bar,Multicuisine₹2000 for two,Gokulam Grand Hotel and Spa,Obsidian Sports & Music BarGokulam Grand Hotel and SpaMulticuisine₹2000 for two4.8,Flat 10% + 25% with Bank Offers
Obsidian Sports & Music Bar,Multicuisine₹2000 for two,Gokulam Grand Hotel and Spa,Obsidian Sports & Music BarGokulam Grand Hotel and SpaMulticuisine₹2000 for two4.8,Flat 10% + 25% with Bank Offers
Tim Hortons,Coffee₹2000 for two,"Koramangala, South Bengaluru  | View All(3) Outlets","Tim HortonsKoramangala, South Bengaluru  | View All(3) OutletsCoffee₹2000 for two4.6",Flat 15% + 25% with Bank Offers
Tim Hortons,Coffee₹2000 for two,"Koramangala, South Bengaluru  | View All(3) Outlets","Tim HortonsKoramangala, South Bengaluru  | View All(3) OutletsCoffee₹2000 for two4.6",Flat 15% + 25% with Bank Offers
MisoSexy,"Pan Asian, Asian₹2000 for two","12th main, East Bengaluru","MisoSexy12th main, East BengaluruPan Asian, Asian₹2000 for two4.3",25% Off :Payeazy
MisoSexy,"Pan Asian, Asian₹2000 for two","12th main, East Bengaluru","MisoSexy12th main, East BengaluruPan Asian, Asian₹2000 for two4.3",25% Off :Payeazy
Board In The City,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","Board In The CityKoramangala, South BengaluruMulticuisine₹2000 for two2.7",Flat 10% + 25% with Bank Offers
Board In The City,Multicuisine₹2000 for two,"Koramangala, South Bengaluru","Board In The CityKoramangala, South BengaluruMulticuisine₹2000 for two2.7",Flat 10% + 25% with Bank Offers
Black Velvet,Multicuisine₹2000 for two,Bhagini Icon Premier Hotel,Black VelvetBhagini Icon Premier HotelMulticuisine₹2000 for two3.3,Flat 15% + 25% with Bank Offers
Black Velvet,Multicuisine₹2000 for two,Bhagini Icon Premier Hotel,Black VelvetBhagini Icon Premier HotelMulticuisine₹2000 for two3.3,Flat 15% + 25% with Bank Offers
Theo Cafe,"Pan Asian, Continental₹1500 for two","Kothanur, Bengaluru","Theo CafeKothanur, BengaluruPan Asian, Continental₹1500 for two3.8",25% Off :Payeazy
Theo Cafe,"Pan Asian, Continental₹1500 for two","Kothanur, Bengaluru","Theo CafeKothanur, BengaluruPan Asian, Continental₹1500 for two3.8",25% Off :Payeazy
The Soya Chaap Co.,North Indian₹500 for two,"Bannerghatta Road, South Bengaluru","The Soya Chaap Co.Bannerghatta Road, South BengaluruNorth Indian₹500 for two5.0",Flat 10% + 25% with Bank Offers
The Soya Chaap Co.,North Indian₹500 for two,"Bannerghatta Road, South Bengaluru","The Soya Chaap Co.Bannerghatta Road, South BengaluruNorth Indian₹500 for two5.0",Flat 10% + 25% with Bank Offers
Siciliana,"Italian, Continental₹1500 for two","Phoenix Mall Of Asia, Yelahanka, Bengaluru","SicilianaPhoenix Mall Of Asia, Yelahanka, BengaluruItalian, Continental₹1500 for two5.0",25% Off :Payeazy
Siciliana,"Italian, Continental₹1500 for two","Phoenix Mall Of Asia, Yelahanka, Bengaluru","SicilianaPhoenix Mall Of Asia, Yelahanka, BengaluruItalian, Continental₹1500 for two5.0",25% Off :Payeazy
Sarayu Flavours,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Sarayu FlavoursRajajinagar, West BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Sarayu Flavours,Multicuisine₹2000 for two,"Rajajinagar, West Bengaluru","Sarayu FlavoursRajajinagar, West BengaluruMulticuisine₹2000 for two4.0",Flat 10% + 25% with Bank Offers
Keys Cafe ,Multicuisine₹2000 for two,"Lemon Tree Hotel, Whitefield","Keys Cafe Lemon Tree Hotel, WhitefieldMulticuisine₹2000 for two4.0",25% Off :Payeazy
Keys Cafe ,Multicuisine₹2000 for two,"Lemon Tree Hotel, Whitefield","Keys Cafe Lemon Tree Hotel, WhitefieldMulticuisine₹2000 for two4.0",25% Off :Payeazy
Bao To Me,Multicuisine₹1100 for two,"Koramangala 1st Block, South Bengaluru","Bao To MeKoramangala 1st Block, South BengaluruMulticuisine₹1100 for two4.8",25% Off :Payeazy
Bao To Me,Multicuisine₹1100 for two,"Koramangala 1st Block, South Bengaluru","Bao To MeKoramangala 1st Block, South BengaluruMulticuisine₹1100 for two4.8",25% Off :Payeazy
Le Cirque Signature ,Italian₹9440 for two,"The Leela Palace, Bengaluru","Le Cirque Signature The Leela Palace, BengaluruItalian₹9440 for two4.1",Flat 10% + 25% with Bank Offers
Le Cirque Signature ,Italian₹9440 for two,"The Leela Palace, Bengaluru","Le Cirque Signature The Leela Palace, BengaluruItalian₹9440 for two4.1",Flat 10% + 25% with Bank Offers
Nazaara,Indian₹3000 for two,Courtyard by Marriott Bengaluru Hebbal,NazaaraCourtyard by Marriott Bengaluru HebbalIndian₹3000 for two4.1,Flat 10% + 25% with Bank Offers
Nazaara,Indian₹3000 for two,Courtyard by Marriott Bengaluru Hebbal,NazaaraCourtyard by Marriott Bengaluru HebbalIndian₹3000 for two4.1,Flat 10% + 25% with Bank Offers
Shegan Bar & Kitchen,Multicuisine₹2000 for two,"Hennur, North Bengaluru","Shegan Bar & KitchenHennur, North BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Shegan Bar & Kitchen,Multicuisine₹2000 for two,"Hennur, North Bengaluru","Shegan Bar & KitchenHennur, North BengaluruMulticuisine₹2000 for two4.2",Flat 10% + 25% with Bank Offers
Citrus Café – Peninsula Suites Operated by Lemon Tree Hotels,Multicuisine₹2000 for two,"Peninsula Suites, Bengaluru - Lemon Tree Hotels","Citrus Café – Peninsula Suites Operated by Lemon Tree HotelsPeninsula Suites, Bengaluru - Lemon Tree HotelsMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Citrus Café – Peninsula Suites Operated by Lemon Tree Hotels,Multicuisine₹2000 for two,"Peninsula Suites, Bengaluru - Lemon Tree Hotels","Citrus Café – Peninsula Suites Operated by Lemon Tree HotelsPeninsula Suites, Bengaluru - Lemon Tree HotelsMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Slounge,Multicuisine₹2000 for two,"Peninsula Suites, Bengaluru - Lemon Tree Hotels","SloungePeninsula Suites, Bengaluru - Lemon Tree HotelsMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Slounge,Multicuisine₹2000 for two,"Peninsula Suites, Bengaluru - Lemon Tree Hotels","SloungePeninsula Suites, Bengaluru - Lemon Tree HotelsMulticuisine₹2000 for two4.0",Flat 15% + 25% with Bank Offers
Sugar Factory Reloaded,"Finger Food, Cocktail Menu₹2000 for two","Koramangala, South Bengaluru","Sugar Factory ReloadedKoramangala, South BengaluruFinger Food, Cocktail Menu₹2000 for two2.9",Flat 10% + 25% with Bank Offers
Sugar Factory Reloaded,"Finger Food, Cocktail Menu₹2000 for two","Koramangala, South Bengaluru","Sugar Factory ReloadedKoramangala, South BengaluruFinger Food, Cocktail Menu₹2000 for two2.9",Flat 10% + 25% with Bank Offers
DE Fish Restaurant,"Seafood, Indian Coastal Cuisine₹600 for two","Kalyan Nagar, North Bengaluru","DE Fish RestaurantKalyan Nagar, North BengaluruSeafood, Indian Coastal Cuisine₹600 for two3.0",25% Off :Payeazy
DE Fish Restaurant,"Seafood, Indian Coastal Cuisine₹600 for two","Kalyan Nagar, North Bengaluru","DE Fish RestaurantKalyan Nagar, North BengaluruSeafood, Indian Coastal Cuisine₹600 for two3.0",25% Off :Payeazy
Karigari By Chef Harpal Singh Sokhi,Multicuisine₹2000 for two,"Phoenix Mall Of Asia, Yelahanka, Bengaluru","Karigari By Chef Harpal Singh SokhiPhoenix Mall Of Asia, Yelahanka, BengaluruMulticuisine₹2000 for two4.3",25% Off :Payeazy
Karigari By Chef Harpal Singh Sokhi,Multicuisine₹2000 for two,"Phoenix Mall Of Asia, Yelahanka, Bengaluru","Karigari By Chef Harpal Singh SokhiPhoenix Mall Of Asia, Yelahanka, BengaluruMulticuisine₹2000 for two4.3",25% Off :Payeazy
The Charcoal Rooftop Cafe & Barbeque,Multicuisine₹2000 for two,"Chandra Layout, West Bengaluru","The Charcoal Rooftop Cafe & BarbequeChandra Layout, West BengaluruMulticuisine₹2000 for two2.5",Flat 15% + 25% with Bank Offers
The Charcoal Rooftop Cafe & Barbeque,Multicuisine₹2000 for two,"Chandra Layout, West Bengaluru","The Charcoal Rooftop Cafe & BarbequeChandra Layout, West BengaluruMulticuisine₹2000 for two2.5",Flat 15% + 25% with Bank Offers
